PRDTNM,RTRVLPRVNS,BSSHNM,ADDR,TELNO,BRCDNO,FRMLCUNIT,MNFDT,RTRVLPLANDOC_RTRVLMTHD,DISTBTMLMT,PRDLST_TYPE,IMG_FILE_PATH,PRDLST_CD,CRET_DTM,RTRVLDSUSE_SEQ,PRDLST_REPORT_NO,RTRVL_GRDCD_NM,PRDLST_CD_NM,LCNS_NO,sido,sigungu,record_date
울금가루,금속성이물(쇳가루) 기준 규격 부적합,(유)제일식품,전남광주통합특별시 강진군,,,1kg,데이터없음,영업자 회수(택배 등),2027-06-14,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2584135, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2584139",C0312050100000,2026-06-25 09:39:11.215715,3000227820,2024080200125,3등급,천연향신료,20240802001,전남광주통합특별시,전남광주통합특별시 강진군,2026-06-25
두배진흑염소진액,세균수 기준규격 부적합,농업회사법인 주식회사 에이치앤디,강원특별자치도 영월군,,8800262370000,100ml,데이터없음,사업자 수거,20270615,축산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2581486, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2581529",C0316060000000,2026-06-23 16:06:18.371912,3000227695,202305390181,3등급,식육추출가공품,20230539018,강원특별자치도,강원특별자치도 영월군,2026-06-23
남원광원추어탕,세균발육 기준 규격 부적합,농업회사법인(주)화촌엄마손,전북특별자치도 남원시,,8809418470014,500g,데이터없음,소비자 보관물량 업체에서 직접회수,2027-05-31,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2582743, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2582243",C0322020300000,2026-06-23 18:08:47.51673,3000227742,201204921493,3등급,즉석조리식품,20120492149,전북특별자치도,전북특별자치도 남원시,2026-06-23
명품갈비탕 기본맛,대장균 기준 규격 부적합,앰엔제이fnb,경기도 평택시,,,900g,2026-06-17,택배 반품 회수,제조일로부터 12개월,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2582494, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2582493",C0322020300000,2026-06-24 13:48:53.12792,3000227749,2025046015891,3등급,즉석조리식품,20250460158,경기도,경기도 평택시,2026-06-24
(NEW)로얄 소보로 회오리감자,"표시대상 알레르기 유발 원료성분(밀, 대두) 미표시",타임스퀘어,충청남도 논산시,,,500g,데이터없음,직접 전화 및 메일 알림,2027-02-23,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2583118, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2583119",C0315070400000,2026-06-23 18:05:52.670172,3000227767,202507073166,1등급,서류가공품,20250707316,충청남도,충청남도 논산시,2026-06-23
자연향 가득한 고춧가루 (베트남산),금속성이물(쇳가루) 기준 규격 부적합,오에스농산 주식회사,경상남도 창녕군,,8809753220978,1kg,데이터없음,1차 거래처 보관제품 회수(영업자 직접회수),2027-06-02,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2581348, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2581349",C0312040100000,2026-06-22 16:24:36.159404,3000227684,202006111254,3등급,고춧가루,20200611125,경상남도,경상남도 창녕군,2026-06-22
정성 가득 담은 고춧가루(중국산),금속성이물(쇳가루) 기준 규격 부적합,오에스농산 주식회사,경상남도 창녕군,,8809753220527,1kg,데이터없음,판매업소에 개별 연락 및 재고 확인 후 전량 반품 처리 등 진행,2026.10.21.,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2580399, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2580400",C0312040100000,2026-06-19 16:37:50.489014,3000227626,2020061112527,3등급,고춧가루,20200611125,경상남도,경상남도 창녕군,2026-06-19
에코비 밀랍랩,식약처에 수입신고하지 아니한 식품용 기구 및 용기포장 수입·판매,주식회사 케이비지리테일(KBG Retail Inc.),경기도 화성시 동탄구,,,,데이터없음,쿠팡의 유선통화 및 문자발송 후 택배,,기구용기포장,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2579043, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2579044",F0000000000000,2026-06-18 18:01:58.188564,3000227567,,1등급,기구 및 용기포장,20250020578,경기도,경기도 화성시,2026-06-18
빙슈 턴앤업 망고맛,제조일자 미표시,트렌디저트 주식회사,서울특별시 금천구,,8809990402656,240ml,미표시 제품,"상품 판매 홈페이지 게시, 거래처 전화 또는 이메일 통보",빙과류 - 제조연월까지 표기. 하단 '변경사유'항목 참조,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2575920,C0302030000000,2026-06-16 17:56:10.51489,3000227385,2013008686836,1등급,빙과,20130086868,서울특별시,서울특별시 금천구,2026-06-16
빙슈 턴앤업 딸기,제조일자 미표시,트렌디저트 주식회사,서울특별시 금천구,,,240ml,미표시 제품,"상품 판매 홈페이지 게시, 거래처 전화 또는 이메일 통보",,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2575909,C0302030000000,2026-06-16 17:55:56.014335,3000227342,2013008686841,1등급,빙과,20130086868,서울특별시,서울특별시 금천구,2026-06-16
빙슈 턴앤업 멜론맛,제조일자 미표시,트렌디저트 주식회사,서울특별시 금천구,,,240ml,미표시 제품,"상품 판매 홈페이지 게시, 거래처 전화 또는 이메일 통보",빙과류 - 제조연월까지 표기. 하단 '변경사유'항목 참조,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2575932,C0302030000000,2026-06-16 17:56:35.440798,3000227386,2013008686832,1등급,빙과,20130086868,서울특별시,서울특별시 금천구,2026-06-16
빙슈 턴앤업 초코,제조일자 미표시,트렌디저트 주식회사,서울특별시 금천구,,8809990402663,240ml,미표시 제품,"상품 판매 홈페이지 게시, 거래처 전화 또는 이메일 통보",빙과류 - 제조연월까지 표기. 하단 '변경사유'항목 참조,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2576131,C0302030000000,2026-06-16 17:57:18.568773,3000227392,2013008686840,1등급,빙과,20130086868,서울특별시,서울특별시 금천구,2026-06-16
빙슈 턴앤업 밀크,제조일자 미표시,트렌디저트 주식회사,서울특별시 금천구,,8809990402649,240ml,미표시 제품,"상품 판매 홈페이지 게시, 거래처 전화 또는 이메일 통보",,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2575939,C0302030000000,2026-06-16 17:56:55.201001,3000227387,2013008686835,1등급,빙과,20130086868,서울특별시,서울특별시 금천구,2026-06-16
빙슈 턴앤업 바나나맛,제조일자 미표시,트렌디저트 주식회사,서울특별시 금천구,,,240ml,미표시 제품,"상품 판매 홈페이지 게시, 거래처 전화 또는 이메일 통보",빙과류 - 제조연월까지 표기. 하단 '변경사유'항목 참조,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2575954,C0302030000000,2026-06-16 17:57:06.878197,3000227389,2013008686837,1등급,빙과,20130086868,서울특별시,서울특별시 금천구,2026-06-16
비틀16로제,식품첨가물(사카린나트륨) 검출,비틀,전북특별자치도 순창군,,,500ml,2026-05-11,,제조일로부터 180일,주류,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2570064, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2570065",C0314150000000,2026-06-09 13:41:04.655733,3000226993,202100160214,3등급,약주,20210016021,전북특별자치도,전북특별자치도 순창군,2026-06-09
마이디데이 브로멜라인,"표시대상 알레르기 유발 원료성분(우유, 대두) 미표시",주식회사 피비에이치,충청남도 천안시 서북구,,,20g(2g*10포),데이터없음,개별 소비자에게 연락이 오면 소비기한 확인후 회수진행,"2027-07-19, 2027-07-21, 2027-07-29, 2027-08-05",가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2568194, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2568195",C0323020000000,2026-06-05 17:48:28.096856,3000226871,,1등급,기타가공품,20250683289,충청남도,충청남도 천안시,2026-06-05
밀크씨슬,자가품질검사 부적합(실리마린 함량 초과),대원헬스케어 주식회사 2공장,충청남도 예산군,,,,데이터없음,거래처 및 판매처를 통한 제품 회수,제조일로부터 24개월,건강기능식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2565138, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2565139",E0201400000000,2026-06-01 18:11:53.839861,3000226679,20172880193384,3등급,밀크씨슬(카르두스 마리아누스) 추출물,20172880193,충청남도,충청남도 예산군,2026-06-01
명란젓,무신고 소분판매,대일종합식품,경상남도 거제시,,,400g,데이터없음,택배등 영업소로 반품조치,2026-12-15,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563255,C0319020200000,2026-05-29 13:11:24.001132,3000226613,,1등급,양념젓갈,,경상남도,경상남도 거제시,2026-05-29
꼴뚜기젓,무신고 소분 판매,대일종합식품,경상남도 거제시,,,500g,데이터없음,택배 등 영업소로 반품조치,"2027.04.01., 2026.12.15.",가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563256, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563257",C0319020200000,2026-05-29 13:11:56.495777,3000226614,,1등급,양념젓갈,,경상남도,경상남도 거제시,2026-05-29
낙지젓,무신고 소분판매,대일종합식품,경상남도 거제시,,,"250g,500g",데이터없음,택배 등 영업소로 반품 조치,"250g(2026-09-15), 250g(2026-12-15), 500g(2026-12-15), 500g(2027.04.01.)",가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563273, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563274, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563276, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563277",C0319020200000,2026-05-29 13:08:51.806904,3000226609,,1등급,양념젓갈,,경상남도,경상남도 거제시,2026-05-29
맛창젓,무신고 소분판매,대일종합식품,경상남도 거제시,,,"250g,500g",데이터없음,택배 등 영업소로 반품 조치,"250g(2026-09-15),250g(2026-12-15),500g(2026-12-15), 500g(2026-09-15),500g(2027-04-01)",가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563283, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563284, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563285, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563286, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563288",C0319020200000,2026-05-29 13:09:31.035259,3000226610,,1등급,양념젓갈,,경상남도,경상남도 거제시,2026-05-29
오징어젓,무신고 소분 판매,대일종합식품,경상남도 거제시,,,"250g,500g",데이터없음,택배 등 영업소로 반품조치,"250g(2026-09-15),250g(2026-12-15),500g(2026-12-15),500g(2027-04-15),500g(2027-04-01)",가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563294, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563295, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563296, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563297, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563298",C0319020200000,2026-05-29 13:09:54.970882,3000226611,,1등급,양념젓갈,,경상남도,경상남도 거제시,2026-05-29
순태젓,무신고 소분판매,대일종합식품,경상남도 거제시,,,"250g,500g",데이터없음,택배 등 영업소로 반품조치,"250g(2026.12.15.), 500g(2026.09.15.,2026.12.15., 2027.04.01)",가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563289, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563290, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563291, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563292",C0319020200000,2026-05-29 13:11:04.240665,3000226612,,1등급,양념젓갈,,경상남도,경상남도 거제시,2026-05-29
국화,중금속(카드뮴) 기준규격 초과,주식회사샘그린유통,서울특별시 동대문구,,,"300g, 600g",데이터없음,거래처에 전화로 회수사유를 알리고 해당제품에 대한 판매중지 및 반품요청,20290118,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2562951, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2564569, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2564570",A1205400000000,2026-05-29 18:39:29.149968,3000226584,2017047206438,2등급,국화,20170472064,서울특별시,서울특별시 동대문구,2026-05-29
멍게젓,무신고 소분판매,대일종합식품,경상남도 거제시,,,400g,데이터없음,택배 등 영업소로 반품 조치,2027-04-01,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563254,C0319020200000,2026-05-29 13:07:29.415898,3000226602,,1등급,양념젓갈,,경상남도,경상남도 거제시,2026-05-29
신안새우젓,무신고 소분판매,대일종합식품,경상남도 거제시,,,"500g,1kg,2kg,5kg",데이터없음,택배 등 영업소로 반품 조치,"500g(2027-11-15), 1kg(2027-07-14), 1kg(2027-11-07), 1kg(2027-09-30), 1kg(2028-03-05), 1kg(2028-04-12), 2kg(2027-11-04),2kg(2027-09-30), 5kg(2027-10-16)",가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563259, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563260, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563262, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563263, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563265, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563267, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563270, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2563271",C0319020100000,2026-05-29 13:08:27.577375,3000226606,,1등급,젓갈,,경상남도,경상남도 거제시,2026-05-29
디노르 진공 와인 스토퍼 키퍼,식약처에 수입신고하지 아니한 식품용 기구 수입·판매,마티에르,경기도 양주시,,S0036892074002,,데이터없음,온라인판매사이트 쿠팡에 요청하여 회수대상알림 요청,,기구용기포장,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2561272, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2561273, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2561274, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2561275",F0000000000000,2026-05-27 17:38:14.690094,3000226544,,1등급,기구 및 용기포장,20250002607,경기도,경기도 양주시,2026-05-27
강황가루,금속성이물 기준 규격 부적합,(주)진성바이오지점,경상북도 칠곡군,,8809045620752,400g,데이터없음,거래처 재고량 반품 및 방문 회수,20270818,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2554588,C0309010300000,2026-05-19 16:22:23.364062,3000226157,2018004236216,3등급,고형차,20200574235,경상북도,경상북도 칠곡군,2026-05-19
맥반석 버터구이오징어,보존료(소브산) 기준 규격 부적합,해오름(주),강원특별자치도 강릉시,,,10kg,데이터없음,유통업체에서 직접 회수,2027-04-23,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2552080, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2552082, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2552164",C0319030100000,2026-05-14 10:25:15.38955,3000225962,2003038615012,3등급,조미건어포,20030386150,강원특별자치도,강원특별자치도 강릉시,2026-05-14
이니스프리 땅콩 타르트,식품첨가물(타르색소)기준 규격 부적합,주식회사 브레더스컴퍼니,경기도 고양시 덕양구,,,420g(70g*6개입),데이터없음,판매처(이니스프리 제주하우스점) 방문하여 부적합 제품 수거,2027-01-22,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2552389,C0301040000000,2026-05-14 18:02:16.12689,3000225967,2024048384920,3등급,빵류,20240483849,경기도,경기도 고양시,2026-05-14
